ARI,Group0,Group1
0.0,"aware, byōbu, chashitsu, genkan, haiden, hisashi, honden, ikezuishi, karesansui, roji, sabi, sandō, shakkei, shimenawa, tokonoma, torii, tsuboniwa, wabi_sabi","chigaidana, doma, en, engawa, fusuma, ma, mu, shōji, tomeishi, wabi"
0.0,"aware, byōbu, chashitsu, genkan, haiden, hisashi, honden, ikezuishi, karesansui, roji, sandō, shakkei, shimenawa, tokonoma, torii, tsuboniwa, wabi, wabi_sabi","chigaidana, doma, en, engawa, fusuma, ma, mu, sabi, shōji, tomeishi"
0.0,"aware, byōbu, chashitsu, genkan, haiden, hisashi, honden, ikezuishi, karesansui, mu, roji, sandō, shakkei, shimenawa, tokonoma, torii, tsuboniwa, wabi_sabi","chigaidana, doma, en, engawa, fusuma, ma, sabi, shōji, tomeishi, wabi"
0.0,"aware, byōbu, chashitsu, genkan, haiden, hisashi, honden, ikezuishi, karesansui, roji, sabi, sandō, shakkei, shimenawa, tokonoma, torii, tsuboniwa, wabi","chigaidana, doma, en, engawa, fusuma, ma, mu, shōji, tomeishi, wabi_sabi"
0.0,"aware, byōbu, chashitsu, genkan, haiden, hisashi, honden, ikezuishi, karesansui, mu, roji, sabi, sandō, shakkei, shimenawa, tokonoma, torii, tsuboniwa","chigaidana, doma, en, engawa, fusuma, ma, shōji, tomeishi, wabi, wabi_sabi"
0.0,"aware, byōbu, chashitsu, genkan, haiden, hisashi, honden, ikezuishi, karesansui, mu, roji, sandō, shakkei, shimenawa, tokonoma, torii, tsuboniwa, wabi","chigaidana, doma, en, engawa, fusuma, ma, sabi, shōji, tomeishi, wabi_sabi"
0.0,"aware, byōbu, chashitsu, fusuma, genkan, haiden, hisashi, honden, ikezuishi, karesansui, roji, sabi, sandō, shakkei, shimenawa, torii, tsuboniwa, wabi_sabi","chigaidana, doma, en, engawa, ma, mu, shōji, tokonoma, tomeishi, wabi"
0.0,"aware, byōbu, chashitsu, fusuma, genkan, haiden, hisashi, honden, ikezuishi, karesansui, roji, sandō, shakkei, shimenawa, torii, tsuboniwa, wabi, wabi_sabi","chigaidana, doma, en, engawa, ma, mu, sabi, shōji, tokonoma, tomeishi"
0.0,"aware, byōbu, chashitsu, fusuma, genkan, haiden, hisashi, honden, ikezuishi, karesansui, mu, roji, sandō, shakkei, shimenawa, torii, tsuboniwa, wabi_sabi","chigaidana, doma, en, engawa, ma, sabi, shōji, tokonoma, tomeishi, wabi"
0.0,"aware, byōbu, chashitsu, fusuma, genkan, haiden, hisashi, honden, ikezuishi, karesansui, roji, sabi, sandō, shakkei, shimenawa, torii, tsuboniwa, wabi","chigaidana, doma, en, engawa, ma, mu, shōji, tokonoma, tomeishi, wabi_sabi"
0.0,"aware, byōbu, chashitsu, fusuma, genkan, haiden, hisashi, honden, ikezuishi, karesansui, mu, roji, sabi, sandō, shakkei, shimenawa, torii, tsuboniwa","chigaidana, doma, en, engawa, ma, shōji, tokonoma, tomeishi, wabi, wabi_sabi"
0.0,"aware, byōbu, chashitsu, fusuma, genkan, haiden, hisashi, honden, ikezuishi, karesansui, mu, roji, sandō, shakkei, shimenawa, torii, tsuboniwa, wabi","chigaidana, doma, en, engawa, ma, sabi, shōji, tokonoma, tomeishi, wabi_sabi"
0.0,"aware, byōbu, chashitsu, genkan, haiden, hisashi, honden, ikezuishi, karesansui, roji, sabi, sandō, shakkei, shimenawa, shōji, torii, tsuboniwa, wabi_sabi","chigaidana, doma, en, engawa, fusuma, ma, mu, tokonoma, tomeishi, wabi"
0.0,"aware, byōbu, chashitsu, genkan, haiden, hisashi, honden, ikezuishi, karesansui, roji, sandō, shakkei, shimenawa, shōji, torii, tsuboniwa, wabi, wabi_sabi","chigaidana, doma, en, engawa, fusuma, ma, mu, sabi, tokonoma, tomeishi"
0.0,"aware, byōbu, chashitsu, genkan, haiden, hisashi, honden, ikezuishi, karesansui, mu, roji, sandō, shakkei, shimenawa, shōji, torii, tsuboniwa, wabi_sabi","chigaidana, doma, en, engawa, fusuma, ma, sabi, tokonoma, tomeishi, wabi"
0.0,"aware, byōbu, chashitsu, genkan, haiden, hisashi, honden, ikezuishi, karesansui, roji, sabi, sandō, shakkei, shimenawa, shōji, torii, tsuboniwa, wabi","chigaidana, doma, en, engawa, fusuma, ma, mu, tokonoma, tomeishi, wabi_sabi"
0.0,"aware, byōbu, chashitsu, genkan, haiden, hisashi, honden, ikezuishi, karesansui, mu, roji, sabi, sandō, shakkei, shimenawa, shōji, torii, tsuboniwa","chigaidana, doma, en, engawa, fusuma, ma, tokonoma, tomeishi, wabi, wabi_sabi"
0.0,"aware, byōbu, chashitsu, genkan, haiden, hisashi, honden, ikezuishi, karesansui, mu, roji, sandō, shakkei, shimenawa, shōji, torii, tsuboniwa, wabi","chigaidana, doma, en, engawa, fusuma, ma, sabi, tokonoma, tomeishi, wabi_sabi"
0.0,"aware, byōbu, chashitsu, engawa, genkan, haiden, hisashi, honden, ikezuishi, karesansui, roji, sabi, sandō, shakkei, shimenawa, torii, tsuboniwa, wabi_sabi","chigaidana, doma, en, fusuma, ma, mu, shōji, tokonoma, tomeishi, wabi"
0.0,"aware, byōbu, chashitsu, engawa, genkan, haiden, hisashi, honden, ikezuishi, karesansui, roji, sandō, shakkei, shimenawa, torii, tsuboniwa, wabi, wabi_sabi","chigaidana, doma, en, fusuma, ma, mu, sabi, shōji, tokonoma, tomeishi"
0.0,"aware, byōbu, chashitsu, engawa, genkan, haiden, hisashi, honden, ikezuishi, karesansui, mu, roji, sandō, shakkei, shimenawa, torii, tsuboniwa, wabi_sabi","chigaidana, doma, en, fusuma, ma, sabi, shōji, tokonoma, tomeishi, wabi"
0.0,"aware, byōbu, chashitsu, engawa, genkan, haiden, hisashi, honden, ikezuishi, karesansui, roji, sabi, sandō, shakkei, shimenawa, torii, tsuboniwa, wabi","chigaidana, doma, en, fusuma, ma, mu, shōji, tokonoma, tomeishi, wabi_sabi"
0.0,"aware, byōbu, chashitsu, engawa, genkan, haiden, hisashi, honden, ikezuishi, karesansui, mu, roji, sabi, sandō, shakkei, shimenawa, torii, tsuboniwa","chigaidana, doma, en, fusuma, ma, shōji, tokonoma, tomeishi, wabi, wabi_sabi"
